local-authority-code,section,max_score,score,section_name
THE,s8_est,5,0.0,"Education, skills and training"
THE,s9_ee,4,3.0,Ecological emergency
THR,s1_gov,21,0.0,"Governance, development and funding"
THR,s2_m&a,18,0.0,Mitigation and adaptation
THR,s3_c&a,7,0.0,Commitment and intergration
THR,s4_coms,9,0.0,"Community, engagement and communications"
THR,s5_mset,5,0.0,Measuring and setting emissions targets
THR,s6_cb,4,0.0,Co-benefits
THR,s7_dsi,5,0.0,Diversity and inclusion
THR,s8_est,5,0.0,"Education, skills and training"
THR,s9_ee,4,0.0,Ecological emergency
TOB,s1_gov,21,6.0,"Governance, development and funding"
TOB,s2_m&a,18,11.0,Mitigation and adaptation
TOB,s3_c&a,7,4.0,Commitment and intergration
TOB,s4_coms,9,4.0,"Community, engagement and communications"
TOB,s5_mset,5,1.0,Measuring and setting emissions targets
TOB,s6_cb,4,2.0,Co-benefits
TOB,s7_dsi,5,0.0,Diversity and inclusion
TOB,s8_est,5,2.0,"Education, skills and training"
TOB,s9_ee,4,3.0,Ecological emergency
TOF,s1_gov,21,0.0,"Governance, development and funding"
TOF,s2_m&a,18,0.0,Mitigation and adaptation
TOF,s3_c&a,7,0.0,Commitment and intergration
TOF,s4_coms,9,0.0,"Community, engagement and communications"
TOF,s5_mset,5,0.0,Measuring and setting emissions targets
TOF,s6_cb,4,0.0,Co-benefits
TOF,s7_dsi,5,0.0,Diversity and inclusion
TOF,s8_est,5,0.0,"Education, skills and training"
TOF,s9_ee,4,0.0,Ecological emergency
TON,s1_gov,21,13.0,"Governance, development and funding"
TON,s2_m&a,18,13.0,Mitigation and adaptation
TON,s3_c&a,7,6.0,Commitment and intergration
TON,s4_coms,9,7.0,"Community, engagement and communications"
TON,s5_mset,5,4.0,Measuring and setting emissions targets
TON,s6_cb,4,4.0,Co-benefits
TON,s7_dsi,5,1.0,Diversity and inclusion
TON,s8_est,5,1.0,"Education, skills and training"
TON,s9_ee,4,2.0,Ecological emergency
TOR,s1_gov,21,13.0,"Governance, development and funding"
TOR,s2_m&a,18,10.0,Mitigation and adaptation
TOR,s3_c&a,7,6.0,Commitment and intergration
TOR,s4_coms,9,8.0,"Community, engagement and communications"
TOR,s5_mset,5,4.0,Measuring and setting emissions targets
TOR,s6_cb,4,2.0,Co-benefits
TOR,s7_dsi,5,0.0,Diversity and inclusion
TOR,s8_est,5,2.0,"Education, skills and training"
TOR,s9_ee,4,3.0,Ecological emergency
TRF,s1_gov,21,13.0,"Governance, development and funding"
TRF,s2_m&a,18,11.0,Mitigation and adaptation
TRF,s3_c&a,7,6.0,Commitment and intergration
TRF,s4_coms,9,6.0,"Community, engagement and communications"
TRF,s5_mset,5,4.0,Measuring and setting emissions targets
TRF,s6_cb,4,0.0,Co-benefits
TRF,s7_dsi,5,1.0,Diversity and inclusion
TRF,s8_est,5,5.0,"Education, skills and training"
TRF,s9_ee,4,2.0,Ecological emergency
TUN,s1_gov,21,10.0,"Governance, development and funding"
TUN,s2_m&a,18,10.0,Mitigation and adaptation
TUN,s3_c&a,7,4.0,Commitment and intergration
TUN,s4_coms,9,5.0,"Community, engagement and communications"
TUN,s5_mset,5,3.0,Measuring and setting emissions targets
TUN,s6_cb,4,4.0,Co-benefits
TUN,s7_dsi,5,1.0,Diversity and inclusion
TUN,s8_est,5,1.0,"Education, skills and training"
TUN,s9_ee,4,2.0,Ecological emergency
TVCA,s1_gov,21,0.0,"Governance, development and funding"
TVCA,s2_m&a,18,0.0,Mitigation and adaptation
TVCA,s3_c&a,5,0.0,Commitment and intergration
TVCA,s4_coms,9,0.0,"Community, engagement and communications"
TVCA,s5_mset,5,0.0,Measuring and setting emissions targets
TVCA,s6_cb,4,0.0,Co-benefits
TVCA,s7_dsi,5,0.0,Diversity and inclusion
TVCA,s8_est,5,0.0,"Education, skills and training"
TVCA,s9_ee,4,0.0,Ecological emergency
TWH,s1_gov,21,11.0,"Governance, development and funding"
TWH,s2_m&a,18,4.0,Mitigation and adaptation
TWH,s3_c&a,7,3.0,Commitment and intergration
TWH,s4_coms,9,3.0,"Community, engagement and communications"
TWH,s5_mset,5,2.0,Measuring and setting emissions targets
TWH,s6_cb,4,3.0,Co-benefits
TWH,s7_dsi,5,0.0,Diversity and inclusion
TWH,s8_est,5,0.0,"Education, skills and training"
TWH,s9_ee,4,3.0,Ecological emergency
UTT,s1_gov,21,8.0,"Governance, development and funding"
UTT,s2_m&a,18,10.0,Mitigation and adaptation
UTT,s3_c&a,7,3.0,Commitment and intergration
UTT,s4_coms,9,6.0,"Community, engagement and communications"
UTT,s5_mset,5,3.0,Measuring and setting emissions targets
UTT,s6_cb,4,2.0,Co-benefits
UTT,s7_dsi,5,0.0,Diversity and inclusion
UTT,s8_est,5,1.0,"Education, skills and training"
UTT,s9_ee,4,3.0,Ecological emergency
VAL,s1_gov,21,0.0,"Governance, development and funding"
VAL,s2_m&a,18,0.0,Mitigation and adaptation
VAL,s3_c&a,7,0.0,Commitment and intergration
VAL,s4_coms,9,0.0,"Community, engagement and communications"
VAL,s5_mset,5,0.0,Measuring and setting emissions targets
VAL,s6_cb,4,0.0,Co-benefits
VAL,s7_dsi,5,0.0,Diversity and inclusion
VAL,s8_est,5,0.0,"Education, skills and training"
VAL,s9_ee,4,0.0,Ecological emergency
VGL,s1_gov,21,10.0,"Governance, development and funding"
VGL,s2_m&a,18,14.0,Mitigation and adaptation
VGL,s3_c&a,7,4.0,Commitment and intergration
VGL,s4_coms,9,4.0,"Community, engagement and communications"
VGL,s5_mset,5,2.0,Measuring and setting emissions targets
VGL,s6_cb,4,2.0,Co-benefits
VGL,s7_dsi,5,0.0,Diversity and inclusion
VGL,s8_est,5,1.0,"Education, skills and training"
VGL,s9_ee,4,2.0,Ecological emergency
WAE,s1_gov,21,18.0,"Governance, development and funding"
WAE,s2_m&a,18,17.0,Mitigation and adaptation
WAE,s3_c&a,7,6.0,Commitment and intergration
WAE,s4_coms,9,8.0,"Community, engagement and communications"
WAE,s5_mset,5,4.0,Measuring and setting emissions targets
WAE,s6_cb,4,4.0,Co-benefits
WAE,s7_dsi,5,0.0,Diversity and inclusion
WAE,s8_est,5,3.0,"Education, skills and training"
WAE,s9_ee,4,3.0,Ecological emergency
WAR,s1_gov,21,7.0,"Governance, development and funding"
WAR,s2_m&a,18,1.0,Mitigation and adaptation
WAR,s3_c&a,5,2.0,Commitment and intergration
WAR,s4_coms,9,6.0,"Community, engagement and communications"
WAR,s5_mset,5,1.0,Measuring and setting emissions targets
WAR,s6_cb,4,0.0,Co-benefits
WAR,s7_dsi,5,0.0,Diversity and inclusion
WAR,s8_est,5,0.0,"Education, skills and training"
WAR,s9_ee,4,1.0,Ecological emergency
WAT,s1_gov,21,10.0,"Governance, development and funding"
WAT,s2_m&a,18,6.0,Mitigation and adaptation
WAT,s3_c&a,7,2.0,Commitment and intergration
WAT,s4_coms,9,5.0,"Community, engagement and communications"
WAT,s5_mset,5,3.0,Measuring and setting emissions targets
WAT,s6_cb,4,2.0,Co-benefits
WAT,s7_dsi,5,0.0,Diversity and inclusion
WAT,s8_est,5,0.0,"Education, skills and training"
WAT,s9_ee,4,3.0,Ecological emergency
WAW,s1_gov,21,19.0,"Governance, development and funding"
WAW,s2_m&a,18,10.0,Mitigation and adaptation
WAW,s3_c&a,7,3.0,Commitment and intergration
WAW,s4_coms,9,6.0,"Community, engagement and communications"
WAW,s5_mset,5,4.0,Measuring and setting emissions targets
WAW,s6_cb,4,2.0,Co-benefits
WAW,s7_dsi,5,0.0,Diversity and inclusion
WAW,s8_est,5,0.0,"Education, skills and training"
WAW,s9_ee,4,3.0,Ecological emergency
WBK,s1_gov,21,13.0,"Governance, development and funding"
WBK,s2_m&a,18,12.0,Mitigation and adaptation
WBK,s3_c&a,7,4.0,Commitment and intergration
WBK,s4_coms,9,7.0,"Community, engagement and communications"
WBK,s5_mset,5,3.0,Measuring and setting emissions targets
WBK,s6_cb,4,3.0,Co-benefits
WBK,s7_dsi,5,0.0,Diversity and inclusion
WBK,s8_est,5,4.0,"Education, skills and training"
WBK,s9_ee,4,3.0,Ecological emergency
WDE,s1_gov,21,16.0,"Governance, development and funding"
WDE,s2_m&a,18,11.0,Mitigation and adaptation
WDE,s3_c&a,7,6.0,Commitment and intergration
WDE,s4_coms,9,8.0,"Community, engagement and communications"
WDE,s5_mset,5,4.0,Measuring and setting emissions targets
WDE,s6_cb,4,4.0,Co-benefits
WDE,s7_dsi,5,2.0,Diversity and inclusion
WDE,s8_est,5,2.0,"Education, skills and training"
WDE,s9_ee,4,3.0,Ecological emergency
WDU,s1_gov,21,11.0,"Governance, development and funding"
WDU,s2_m&a,18,10.0,Mitigation and adaptation
WDU,s3_c&a,7,7.0,Commitment and intergration
WDU,s4_coms,9,7.0,"Community, engagement and communications"
WDU,s5_mset,5,2.0,Measuring and setting emissions targets
WDU,s6_cb,4,0.0,Co-benefits
WDU,s7_dsi,5,0.0,Diversity and inclusion
WDU,s8_est,5,3.0,"Education, skills and training"
WDU,s9_ee,4,2.0,Ecological emergency
WEA,s1_gov,21,8.0,"Governance, development and funding"
WEA,s2_m&a,18,2.0,Mitigation and adaptation
WEA,s3_c&a,7,3.0,Commitment and intergration
WEA,s4_coms,9,5.0,"Community, engagement and communications"
WEA,s5_mset,5,4.0,Measuring and setting emissions targets
WEA,s6_cb,4,0.0,Co-benefits
WEA,s7_dsi,5,0.0,Diversity and inclusion
WEA,s8_est,5,0.0,"Education, skills and training"
WEA,s9_ee,4,0.0,Ecological emergency
WECA,s1_gov,21,10.0,"Governance, development and funding"
WECA,s2_m&a,18,7.0,Mitigation and adaptation
WECA,s3_c&a,5,2.0,Commitment and intergration
WECA,s4_coms,9,3.0,"Community, engagement and communications"
WECA,s5_mset,5,1.0,Measuring and setting emissions targets
WECA,s6_cb,4,2.0,Co-benefits
WECA,s7_dsi,5,0.0,Diversity and inclusion
WECA,s8_est,5,0.0,"Education, skills and training"
WECA,s9_ee,4,2.0,Ecological emergency
WEW,s1_gov,21,9.0,"Governance, development and funding"
WEW,s2_m&a,18,3.0,Mitigation and adaptation
WEW,s3_c&a,7,2.0,Commitment and intergration
WEW,s4_coms,9,2.0,"Community, engagement and communications"
WEW,s5_mset,5,3.0,Measuring and setting emissions targets
WEW,s6_cb,4,1.0,Co-benefits
WEW,s7_dsi,5,0.0,Diversity and inclusion
WEW,s8_est,5,1.0,"Education, skills and training"
WEW,s9_ee,4,1.0,Ecological emergency
WFT,s1_gov,21,0.0,"Governance, development and funding"
WFT,s2_m&a,18,0.0,Mitigation and adaptation
WFT,s3_c&a,7,0.0,Commitment and intergration
WFT,s4_coms,9,0.0,"Community, engagement and communications"
WFT,s5_mset,5,0.0,Measuring and setting emissions targets
WFT,s6_cb,4,0.0,Co-benefits
WFT,s7_dsi,5,0.0,Diversity and inclusion
WFT,s8_est,5,0.0,"Education, skills and training"
WFT,s9_ee,4,0.0,Ecological emergency
WGN,s1_gov,21,10.0,"Governance, development and funding"
WGN,s2_m&a,18,8.0,Mitigation and adaptation
WGN,s3_c&a,7,4.0,Commitment and intergration
WGN,s4_coms,9,5.0,"Community, engagement and communications"
WGN,s5_mset,5,4.0,Measuring and setting emissions targets
WGN,s6_cb,4,4.0,Co-benefits
WGN,s7_dsi,5,1.0,Diversity and inclusion
WGN,s8_est,5,2.0,"Education, skills and training"
WGN,s9_ee,4,2.0,Ecological emergency
WIL,s1_gov,21,13.0,"Governance, development and funding"
WIL,s2_m&a,18,17.0,Mitigation and adaptation
WIL,s3_c&a,7,5.0,Commitment and intergration
WIL,s4_coms,9,9.0,"Community, engagement and communications"
WIL,s5_mset,5,4.0,Measuring and setting emissions targets
WIL,s6_cb,4,4.0,Co-benefits
WIL,s7_dsi,5,4.0,Diversity and inclusion
WIL,s8_est,5,3.0,"Education, skills and training"
WIL,s9_ee,4,4.0,Ecological emergency
WIN,s1_gov,21,15.0,"Governance, development and funding"
WIN,s2_m&a,18,4.0,Mitigation and adaptation
WIN,s3_c&a,7,5.0,Commitment and intergration
WIN,s4_coms,9,8.0,"Community, engagement and communications"
WIN,s5_mset,5,3.0,Measuring and setting emissions targets
WIN,s6_cb,4,1.0,Co-benefits
WIN,s7_dsi,5,0.0,Diversity and inclusion
WIN,s8_est,5,0.0,"Education, skills and training"
WIN,s9_ee,4,3.0,Ecological emergency
WKF,s1_gov,21,15.0,"Governance, development and funding"
WKF,s2_m&a,18,7.0,Mitigation and adaptation
WKF,s3_c&a,7,7.0,Commitment and intergration
WKF,s4_coms,9,6.0,"Community, engagement and communications"
WKF,s5_mset,5,2.0,Measuring and setting emissions targets
WKF,s6_cb,4,3.0,Co-benefits
WKF,s7_dsi,5,1.0,Diversity and inclusion
WKF,s8_est,5,1.0,"Education, skills and training"
WKF,s9_ee,4,4.0,Ecological emergency
WLA,s1_gov,21,13.0,"Governance, development and funding"
WLA,s2_m&a,18,9.0,Mitigation and adaptation
WLA,s3_c&a,7,6.0,Commitment and intergration
WLA,s4_coms,9,5.0,"Community, engagement and communications"
WLA,s5_mset,5,5.0,Measuring and setting emissions targets
WLA,s6_cb,4,2.0,Co-benefits
WLA,s7_dsi,5,0.0,Diversity and inclusion
WLA,s8_est,5,1.0,"Education, skills and training"
WLA,s9_ee,4,1.0,Ecological emergency
WLI,s1_gov,21,14.0,"Governance, development and funding"
WLI,s2_m&a,18,12.0,Mitigation and adaptation
WLI,s3_c&a,7,3.0,Commitment and intergration
WLI,s4_coms,9,7.0,"Community, engagement and communications"
WLI,s5_mset,5,3.0,Measuring and setting emissions targets
WLI,s6_cb,4,3.0,Co-benefits
WLI,s7_dsi,5,0.0,Diversity and inclusion
WLI,s8_est,5,2.0,"Education, skills and training"
WLI,s9_ee,4,2.0,Ecological emergency
WLL,s1_gov,21,10.0,"Governance, development and funding"
WLL,s2_m&a,18,13.0,Mitigation and adaptation
WLL,s3_c&a,7,5.0,Commitment and intergration
WLL,s4_coms,9,4.0,"Community, engagement and communications"
WLL,s5_mset,5,2.0,Measuring and setting emissions targets
WLL,s6_cb,4,2.0,Co-benefits
WLL,s7_dsi,5,1.0,Diversity and inclusion
WLL,s8_est,5,3.0,"Education, skills and training"
WLL,s9_ee,4,1.0,Ecological emergency
WLN,s1_gov,21,5.0,"Governance, development and funding"
WLN,s2_m&a,18,10.0,Mitigation and adaptation
WLN,s3_c&a,7,4.0,Commitment and intergration
WLN,s4_coms,9,4.0,"Community, engagement and communications"
WLN,s5_mset,5,2.0,Measuring and setting emissions targets
WLN,s6_cb,4,3.0,Co-benefits
WLN,s7_dsi,5,1.0,Diversity and inclusion
WLN,s8_est,5,2.0,"Education, skills and training"
WLN,s9_ee,4,2.0,Ecological emergency
WLV,s1_gov,21,4.0,"Governance, development and funding"
WLV,s2_m&a,18,2.0,Mitigation and adaptation
WLV,s3_c&a,7,1.0,Commitment and intergration
WLV,s4_coms,9,5.0,"Community, engagement and communications"
WLV,s5_mset,5,3.0,Measuring and setting emissions targets
WLV,s6_cb,4,0.0,Co-benefits
WLV,s7_dsi,5,0.0,Diversity and inclusion
WLV,s8_est,5,0.0,"Education, skills and training"
WLV,s9_ee,4,2.0,Ecological emergency
WMCA,s1_gov,21,18.0,"Governance, development and funding"
WMCA,s2_m&a,18,17.0,Mitigation and adaptation
WMCA,s3_c&a,5,5.0,Commitment and intergration
WMCA,s4_coms,9,8.0,"Community, engagement and communications"
WMCA,s5_mset,5,4.0,Measuring and setting emissions targets
WMCA,s6_cb,4,4.0,Co-benefits
WMCA,s7_dsi,5,4.0,Diversity and inclusion
WMCA,s8_est,5,4.0,"Education, skills and training"
WMCA,s9_ee,4,4.0,Ecological emergency
WND,s1_gov,21,10.0,"Governance, development and funding"
WND,s2_m&a,18,11.0,Mitigation and adaptation
WND,s3_c&a,7,6.0,Commitment and intergration
WND,s4_coms,9,7.0,"Community, engagement and communications"
WND,s5_mset,5,2.0,Measuring and setting emissions targets
WND,s6_cb,4,2.0,Co-benefits
WND,s7_dsi,5,0.0,Diversity and inclusion
WND,s8_est,5,4.0,"Education, skills and training"
WND,s9_ee,4,3.0,Ecological emergency
WNM,s1_gov,21,12.0,"Governance, development and funding"
WNM,s2_m&a,18,6.0,Mitigation and adaptation
WNM,s3_c&a,7,4.0,Commitment and intergration
WNM,s4_coms,9,8.0,"Community, engagement and communications"
WNM,s5_mset,5,2.0,Measuring and setting emissions targets
WNM,s6_cb,4,2.0,Co-benefits
WNM,s7_dsi,5,0.0,Diversity and inclusion
WNM,s8_est,5,1.0,"Education, skills and training"
WNM,s9_ee,4,3.0,Ecological emergency
WNT,s1_gov,21,3.0,"Governance, development and funding"
WNT,s2_m&a,18,4.0,Mitigation and adaptation
WNT,s3_c&a,7,3.0,Commitment and intergration
WNT,s4_coms,9,4.0,"Community, engagement and communications"
WNT,s5_mset,5,3.0,Measuring and setting emissions targets
WNT,s6_cb,4,1.0,Co-benefits
WNT,s7_dsi,5,1.0,Diversity and inclusion
WNT,s8_est,5,2.0,"Education, skills and training"
WNT,s9_ee,4,2.0,Ecological emergency
WOC,s1_gov,21,10.0,"Governance, development and funding"
WOC,s2_m&a,18,11.0,Mitigation and adaptation
WOC,s3_c&a,7,3.0,Commitment and intergration
WOC,s4_coms,9,6.0,"Community, engagement and communications"
WOC,s5_mset,5,3.0,Measuring and setting emissions targets
WOC,s6_cb,4,1.0,Co-benefits
WOC,s7_dsi,5,0.0,Diversity and inclusion
WOC,s8_est,5,3.0,"Education, skills and training"
WOC,s9_ee,4,1.0,Ecological emergency
WOI,s1_gov,21,11.0,"Governance, development and funding"
WOI,s2_m&a,18,17.0,Mitigation and adaptation
WOI,s3_c&a,7,6.0,Commitment and intergration
WOI,s4_coms,9,7.0,"Community, engagement and communications"
WOI,s5_mset,5,5.0,Measuring and setting emissions targets
WOI,s6_cb,4,3.0,Co-benefits
WOI,s7_dsi,5,0.0,Diversity and inclusion
WOI,s8_est,5,3.0,"Education, skills and training"
WOI,s9_ee,4,3.0,Ecological emergency
WOK,s1_gov,21,20.0,"Governance, development and funding"
WOK,s2_m&a,18,6.0,Mitigation and adaptation
WOK,s3_c&a,7,5.0,Commitment and intergration
WOK,s4_coms,9,8.0,"Community, engagement and communications"
WOK,s5_mset,5,4.0,Measuring and setting emissions targets
WOK,s6_cb,4,4.0,Co-benefits
WOK,s7_dsi,5,2.0,Diversity and inclusion
WOK,s8_est,5,3.0,"Education, skills and training"
WOK,s9_ee,4,3.0,Ecological emergency
WOR,s1_gov,21,8.0,"Governance, development and funding"
WOR,s2_m&a,18,8.0,Mitigation and adaptation
WOR,s3_c&a,5,2.0,Commitment and intergration
WOR,s4_coms,9,3.0,"Community, engagement and communications"
WOR,s5_mset,5,4.0,Measuring and setting emissions targets
WOR,s6_cb,4,2.0,Co-benefits
WOR,s7_dsi,5,1.0,Diversity and inclusion
WOR,s8_est,5,1.0,"Education, skills and training"
WOR,s9_ee,4,2.0,Ecological emergency
WOT,s1_gov,21,13.0,"Governance, development and funding"
WOT,s2_m&a,18,12.0,Mitigation and adaptation
WOT,s3_c&a,7,2.0,Commitment and intergration
WOT,s4_coms,9,5.0,"Community, engagement and communications"
WOT,s5_mset,5,3.0,Measuring and setting emissions targets
WOT,s6_cb,4,3.0,Co-benefits
WOT,s7_dsi,5,2.0,Diversity and inclusion
WOT,s8_est,5,3.0,"Education, skills and training"
WOT,s9_ee,4,1.0,Ecological emergency
WOX,s1_gov,21,10.0,"Governance, development and funding"
WOX,s2_m&a,18,8.0,Mitigation and adaptation
WOX,s3_c&a,7,3.0,Commitment and intergration
WOX,s4_coms,9,9.0,"Community, engagement and communications"
WOX,s5_mset,5,4.0,Measuring and setting emissions targets
WOX,s6_cb,4,2.0,Co-benefits
WOX,s7_dsi,5,0.0,Diversity and inclusion
WOX,s8_est,5,1.0,"Education, skills and training"
WOX,s9_ee,4,2.0,Ecological emergency
WRL,s1_gov,21,12.0,"Governance, development and funding"
WRL,s2_m&a,18,11.0,Mitigation and adaptation
WRL,s3_c&a,7,6.0,Commitment and intergration
WRL,s4_coms,9,4.0,"Community, engagement and communications"
WRL,s5_mset,5,3.0,Measuring and setting emissions targets
WRL,s6_cb,4,2.0,Co-benefits
WRL,s7_dsi,5,1.0,Diversity and inclusion
WRL,s8_est,5,2.0,"Education, skills and training"
WRL,s9_ee,4,1.0,Ecological emergency
WRT,s1_gov,21,9.0,"Governance, development and funding"
WRT,s2_m&a,18,3.0,Mitigation and adaptation
WRT,s3_c&a,7,1.0,Commitment and intergration
WRT,s4_coms,9,5.0,"Community, engagement and communications"
WRT,s5_mset,5,2.0,Measuring and setting emissions targets
WRT,s6_cb,4,1.0,Co-benefits
WRT,s7_dsi,5,0.0,Diversity and inclusion
WRT,s8_est,5,2.0,"Education, skills and training"
WRT,s9_ee,4,2.0,Ecological emergency
WRX,s1_gov,21,8.0,"Governance, development and funding"
WRX,s2_m&a,18,3.0,Mitigation and adaptation
WRX,s3_c&a,7,4.0,Commitment and intergration
WRX,s4_coms,9,0.0,"Community, engagement and communications"
WRX,s5_mset,5,2.0,Measuring and setting emissions targets
WRX,s6_cb,4,0.0,Co-benefits
WRX,s7_dsi,5,0.0,Diversity and inclusion
WRX,s8_est,5,0.0,"Education, skills and training"
WRX,s9_ee,4,1.0,Ecological emergency
WSK,s1_gov,21,17.0,"Governance, development and funding"
WSK,s2_m&a,18,12.0,Mitigation and adaptation
WSK,s3_c&a,7,5.0,Commitment and intergration
WSK,s4_coms,9,6.0,"Community, engagement and communications"
WSK,s5_mset,5,4.0,Measuring and setting emissions targets
WSK,s6_cb,4,3.0,Co-benefits
WSK,s7_dsi,5,0.0,Diversity and inclusion
WSK,s8_est,5,3.0,"Education, skills and training"
WSK,s9_ee,4,3.0,Ecological emergency
WSM,s1_gov,21,11.0,"Governance, development and funding"
WSM,s2_m&a,18,10.0,Mitigation and adaptation
WSM,s3_c&a,7,3.0,Commitment and intergration
WSM,s4_coms,9,7.0,"Community, engagement and communications"
WSM,s5_mset,5,3.0,Measuring and setting emissions targets
WSM,s6_cb,4,3.0,Co-benefits
WSM,s7_dsi,5,2.0,Diversity and inclusion
WSM,s8_est,5,3.0,"Education, skills and training"
WSM,s9_ee,4,2.0,Ecological emergency
WSX,s1_gov,21,11.0,"Governance, development and funding"
WSX,s2_m&a,18,2.0,Mitigation and adaptation
WSX,s3_c&a,5,2.0,Commitment and intergration
WSX,s4_coms,9,4.0,"Community, engagement and communications"
WSX,s5_mset,5,2.0,Measuring and setting emissions targets
WSX,s6_cb,4,1.0,Co-benefits
WSX,s7_dsi,5,0.0,Diversity and inclusion
WSX,s8_est,5,3.0,"Education, skills and training"
WSX,s9_ee,4,1.0,Ecological emergency
WYC,s1_gov,21,15.0,"Governance, development and funding"
WYC,s2_m&a,18,5.0,Mitigation and adaptation
WYC,s3_c&a,7,4.0,Commitment and intergration
WYC,s4_coms,9,3.0,"Community, engagement and communications"
WYC,s5_mset,5,4.0,Measuring and setting emissions targets
WYC,s6_cb,4,4.0,Co-benefits
WYC,s7_dsi,5,0.0,Diversity and inclusion
WYC,s8_est,5,2.0,"Education, skills and training"
WYC,s9_ee,4,3.0,Ecological emergency
WYCA,s1_gov,21,9.0,"Governance, development and funding"
WYCA,s2_m&a,18,5.0,Mitigation and adaptation
WYCA,s3_c&a,5,2.0,Commitment and intergration
WYCA,s4_coms,9,4.0,"Community, engagement and communications"
WYCA,s5_mset,5,4.0,Measuring and setting emissions targets
WYCA,s6_cb,4,1.0,Co-benefits
WYCA,s7_dsi,5,0.0,Diversity and inclusion
WYCA,s8_est,5,1.0,"Education, skills and training"
WYCA,s9_ee,4,0.0,Ecological emergency
WYE,s1_gov,21,3.0,"Governance, development and funding"
WYE,s2_m&a,18,0.0,Mitigation and adaptation
WYE,s3_c&a,7,3.0,Commitment and intergration
WYE,s4_coms,9,3.0,"Community, engagement and communications"
WYE,s5_mset,5,1.0,Measuring and setting emissions targets
WYE,s6_cb,4,0.0,Co-benefits
WYE,s7_dsi,5,0.0,Diversity and inclusion
WYE,s8_est,5,1.0,"Education, skills and training"
WYE,s9_ee,4,0.0,Ecological emergency
WYR,s1_gov,21,7.0,"Governance, development and funding"
WYR,s2_m&a,18,7.0,Mitigation and adaptation
WYR,s3_c&a,7,4.0,Commitment and intergration
WYR,s4_coms,9,4.0,"Community, engagement and communications"
WYR,s5_mset,5,4.0,Measuring and setting emissions targets
WYR,s6_cb,4,3.0,Co-benefits
WYR,s7_dsi,5,0.0,Diversity and inclusion
WYR,s8_est,5,3.0,"Education, skills and training"
WYR,s9_ee,4,2.0,Ecological emergency
YOR,s1_gov,21,0.0,"Governance, development and funding"
YOR,s2_m&a,18,0.0,Mitigation and adaptation
YOR,s3_c&a,7,0.0,Commitment and intergration
YOR,s4_coms,9,0.0,"Community, engagement and communications"
YOR,s5_mset,5,0.0,Measuring and setting emissions targets
YOR,s6_cb,4,0.0,Co-benefits
YOR,s7_dsi,5,0.0,Diversity and inclusion
YOR,s8_est,5,0.0,"Education, skills and training"
YOR,s9_ee,4,0.0,Ecological emergency
ZET,s1_gov,21,0.0,"Governance, development and funding"
ZET,s2_m&a,18,0.0,Mitigation and adaptation
ZET,s3_c&a,7,0.0,Commitment and intergration
ZET,s4_coms,9,0.0,"Community, engagement and communications"
ZET,s5_mset,5,0.0,Measuring and setting emissions targets
ZET,s6_cb,4,0.0,Co-benefits
ZET,s7_dsi,5,0.0,Diversity and inclusion
ZET,s8_est,5,0.0,"Education, skills and training"
ZET,s9_ee,4,0.0,Ecological emergency
